experiment,CARCHARGEAVAILSCEN,ChargingCost$22,CARSVCAVAILSCEN,INTDENSITYSCEN,LANEMILESCEN,LaneMileCost$22,LUDENSITYMIX,OPSDEPLOYSCEN,OpsCost$22,SHDCARSVCOCCUPRATE,SOVDIVIVERTSCEN,SOVCost$22,TAXSCEN,Per Mile Charge$2022,TDMINVESTMENTSCEN,,TRANSITSERVICESCEN,TransitCost$22,VehOwnTax,VehOwnTax(Adj)$2022,RoadUseTax,AnnualRoadUseTax$2022,TotalFuelTax,TotalFuelTax2022,Total Budget$2022,Costs$2022,PresAdapt$2022,JobsDeficit_statewide,Bridges_restricted_statewide,ForfeitGDP_statewide,HouseholdDvmtPerPrsn,TotalDvmtPerPrsn,TotalCO2e,HouseholdCO2ePerPrsn,HouseholdCO2ePerMileRural,BusCO2eRate_Metro,HvyTrkAveUrbanCO2eRate_Metro,TransitTripsPerCapita,TransitPMTPerPrsnUrban,BikeTripsPerCapita,BikePMTPerPrsnUrban,WalkTripsPerCapita,WalkPMTPerPrsnUrban,ArtDvmtPropExtCong_SalemKeizer,FwyExtCongTTI_Metro,ArtExtCongTTI_Metro,LdvAveSpeed_Metro,AutoFatalCrash_Metro,AutoFatalUrban,AutoInjuryUrban,AutoFatalRural,OwnCostProp,OwnCostPropHhLess25K,OwnCostPropHh25Kto50K
4101,0.065432189,276308643.8,high,0.528487203,0.233242053,716621026.7,0.293723382,0.111961438,522392287.6,1.5,0.91251841,965007364.2,0.327762115,0.033977529,0.098807935,,0.692330751,2130796901,247390502.6,366748339.6,3055546.002,1405354052,60423764.34,76139818.46,4459362612,1997825640,2461536972,100000,300,350,19.7541964,23.66444406,28017109480,4884.772275,258.9778523,1891.050724,1176.105229,0.275356867,55.29864112,0.106153147,1170.845266,1.716359694,0.559716541,0.210826958,2.349542249,1.33183763,28.71053653,51.20964735,83.34993536,19780.8212,55.0154735,0.036571941,0.147404619,0.087719529
4102,0.51727278,285345455.6,high,0.993632026,0.349943529,774971764.6,0.097898711,0.658687101,631737420.3,1.5,0.684741505,873896602.1,0.723127838,0.052894956,0.799171507,,0.456682553,1848019063,252951009.4,374991609.3,4615853.731,2122994954,59617897.89,75124348.37,5721700388,2129002942,3592697447,40000,200,150,19.49839737,23.40142565,27705476710,4827.212248,258.968472,1891.050724,1175.671112,0.25111785,32.00904251,0.203875426,1156.265382,7.13114581,0.539644917,0.210341029,2.340503726,1.328342747,28.77107402,49.9607485,82.17936194,19405.00459,54.50095574,0.037344126,0.155871233,0.090138918
4103,0.49209844,284841968.8,high,0.24832651,0.047861947,623930973.7,0.07746205,0.673803995,634760798.9,1.5,0.455584095,782233638.1,0.635319016,0.048693487,0.674243182,,0.336533049,1703839658,254353389.7,377070592.3,4434135.958,2039416501,61950808.86,78064043.04,5582661544,1934650560,3648010983,40000,200,150,20.25024848,24.161527,28714054570,5015.253753,258.4639186,1891.050724,1176.211407,0.239915948,29.9386941,0.071620193,1152.979936,0.993817689,0.512203366,0.212102802,2.340253746,1.328246283,28.70974174,53.16409421,87.31104036,20674.1656,54.62620537,0.03760179,0.157827851,0.09086552
4104,0.0133462,275266924,high,0.429569456,0.489280615,844640307.7,0.747755405,0.523322711,604664542.1,1.5,0.943135258,977254103.4,0.090144575,0.022608024,0.593843092,,0.821767117,2286120540,238176149.2,353088361.6,2029381.08,933384383.9,58872043.82,74184499.72,3616333908,2213198826,1403135082,150000,400,500,19.21528188,23.12491186,27343758643,4754.612163,259.6718363,1891.050724,1175.538595,0.298878236,72.54836722,0.091156098,1174.744633,1.589322665,0.573964952,0.209351548,2.342741683,1.329209909,28.79065375,48.65783601,79.27818965,18752.36139,55.28365698,0.035263257,0.133704502,0.083841459
4105,0.719042342,289380846.8,low,0.783345107,0.979105119,1089552559,0.261645825,0.712557973,642511594.6,1.5,0.714285785,885714314.2,0.692977257,0.051452314,0.213486984,,0.005804024,1306964828,252952869.9,374994367.4,4526162.52,2081742782,60193963.62,75850247.21,5650782169,2464302158,3186480011,80000,250,225,19.65087557,23.52940272,27923424800,4871.834462,259.4531409,1891.050724,1175.758986,0.224770107,14.74461214,0.159817351,1123.891228,2.41002479,0.488285687,0.20942209,2.33961448,1.327997634,28.86521018,50.94134002,83.03950546,19675.85898,54.53592165,0.037357717,0.154723181,0.090105212
4106,0.439115251,283782305,mid,0.522527149,0.885454552,1042727276,0.72304993,0.416913772,583382754.5,1.5,0.415566254,766226501.4,0.245788367,0.030055255,0.18232469,,0.2899777,1647973240,242817238.9,359968625.6,2705238.347,1244235128,60054129.09,75674042.1,4169809674,2293005586,1876804088,150000,400,500,19.60587395,23.49510984,27862963707,4860.153987,260.1475018,1891.050724,1175.850732,0.251156056,25.99220233,0.109318512,1139.184847,1.401457779,0.518544353,0.209524817,2.344499775,1.329890642,28.83504453,50.25559755,81.56878631,19352.71869,55.1587415,0.035920019,0.139566189,0.085781852
4107,0.570472225,286409444.5,mid,0.77532815,0.795157751,997578875.7,0.366278722,0.927257549,685451509.8,1.5,0.501400866,800560346.6,0.148723381,0.025410898,0.238429617,,0.035450313,1342540376,250538604.6,371415298.1,2348907.795,1080346061,61011415.56,76880316.15,3896561458,2369720003,1526841455,150000,400,500,19.92708058,23.81205114,28295937799,4938.924797,259.5117977,1891.050724,1175.77874,0.224461768,15.91237255,0.157813013,1127.641737,2.367267053,0.490891123,0.210324836,2.336068225,1.326622184,28.84824766,51.74048762,84.04707502,19917.94371,55.2427041,0.03701483,0.151343153,0.088998705
4108,0.237453837,279749076.7,mid,0.03038628,0.263937244,731968621.9,0.120277585,0.326926869,565385373.8,1.5,0.33990189,735960756,0.250696205,0.030290085,0.964329183,,0.3371181,1704541720,253855768.1,376332884.5,2847851.616,1309828032,62422447.52,78658353.61,4306184060,1945083450,2361100609,100000,300,350,20.45172623,24.34603335,29021801056,5065.067807,259.118122,1891.050724,1176.344783,0.245610483,30.99461437,0.050921348,1150.023491,0.861268606,0.50556827,0.212421728,2.345987425,1.330466129,28.71608931,53.5258694,88.19167169,20874.70675,55.07710068,0.037564453,0.156772949,0.090696351
4109,0.690220747,288804414.9,mid,0.543100127,0.030185965,615092982.6,0.444348421,0.878882984,675776596.9,1.5,0.260363104,704145241.4,0.482678775,0.041389969,0.279184258,,0.12164064,1445968768,248718330.3,368716800.9,3721261.924,1711540431,60961031.8,76816827.71,4998342004,1931746615,3066595389,80000,250,225,19.90973884,23.80468093,28296332248,4931.848876,258.673615,1891.050724,1175.885655,0.233753237,18.39744631,0.114565163,1142.001502,1.332084574,0.495573976,0.211430788,2.336867207,1.326932045,28.72825409,51.64820365,84.17797923,19947.51405,54.81817943,0.036757555,0.148554371,0.088195544
4110,0.479248636,284584972.7,mid,0.486478499,0.142474559,671237279.7,0.848820881,0.282186502,556437300.5,1.5,0.493879582,797551832.8,0.075282774,0.021896917,0.368161618,,0.468652479,1862382974,239680359.2,355318303.8,1988530.683,914595836.7,59433015.74,74891378.89,3586920931,1911035469,1675885462,150000,400,500,19.37163371,23.26738408,27565683825,4799.721233,260.090482,1891.050724,1175.752046,0.271504163,37.09189729,0.102936257,1159.105486,1.45456529,0.539066947,0.210502207,2.346727764,1.330752419,28.7187537,49.05109651,79.97286683,18864.71329,55.30313957,0.035464144,0.135021495,0.084543788
4111,0.869488139,292389762.8,high,0.597702224,0.674093561,937046780.3,0.277246813,0.683488812,636697762.3,1.5,0.847275579,938910231.5,0.832950943,0.058149764,0.500047688,,0.918048248,2401657898,246232507.6,365031649.8,5005444.631,2302181636,59187166.63,74581585.1,6024367286,2335589421,3688777865,40000,200,150,19.32744076,23.23887553,27498846627,4780.486988,259.207642,1891.050724,1175.586522,0.300624938,80.88396473,0.115177055,1177.992465,2.205004242,0.581423911,0.209566119,2.340095012,1.328183824,28.82567682,49.32313448,81.07109706,19179.24205,54.37511342,0.03642287,0.145872367,0.087316068
4112,0.295317898,280906358,high,0.047335324,0.214659086,707329542.9,0.374368401,0.683279394,636655878.8,1.5,0.564302039,825720815.5,0.541332618,0.044196433,0.911191247,,0.320961476,1685153771,248649148,368614240.2,3986900.619,1833717095,61202807.54,77121488.65,5212581762,2037752187,3174829574,80000,250,225,20.04081213,23.93186469,28378124026,4954.855343,259.2132639,1891.050724,1176.066346,0.243247545,31.38460407,0.053027747,1149.904695,0.860269886,0.504012696,0.211047997,2.340097306,1.328185643,28.73886283,52.38973739,85.57139222,20285.01367,54.72640412,0.036808368,0.148344525,0.088263225
4113,0.264927163,280298543.3,high,0.234612686,0.065545355,632772677.6,0.807744213,0.663028727,632605745.4,1.5,0.318705386,727482154.2,0.486112421,0.041554262,0.33860175,,0.67342822,2108113864,238510313.9,353583749.9,3657885.207,1682391230,59835221.96,75398197.84,4929715248,1909418043,3020297205,80000,250,225,19.53691883,23.44152251,27701733985,4827.901839,259.3246844,1891.050724,1175.818326,0.28338962,56.13999952,0.068874455,1171.641296,1.206123106,0.555974634,0.21077304,2.340432348,1.328315184,28.72915301,49.92771668,81.54600095,19291.35929,54.82177665,0.035315013,0.133700869,0.083976497
4114,0.344609022,281892180.4,low,0.394663584,0.098282588,649141294.1,0.260379047,0.294492747,558898549.4,1.5,0.480638726,792255490.4,0.032744941,0.01986157,0.917577744,,0.155632267,1486758721,252092234.2,373718503.1,1889926.03,869244056.9,61492461.55,77486480.87,3530496944,1886059769,1644437175,150000,400,500,20.07393158,23.97159458,28629691411,4991.069921,258.4931198,1891.050724,1176.101443,0.236783608,20.74634424,0.091471347,1142.900659,1.070511519,0.495587786,0.211987118,2.346522863,1.330674261,28.69926528,51.84943215,85.20499511,20156.04554,55.34521697,0.037292064,0.153543793,0.089814242
4115,0.4095088,283190176,mid,0.350315331,0.900360864,1050180432,0.760562167,0.002323282,500464656.4,1.5,0.267095189,706838075.4,0.434596763,0.039089345,0.752560339,,0.329125472,1694950567,241950252.8,358683346.9,3456254.877,1589654285,59773846.25,75320858.47,4772389848,2187254302,2585135546,100000,300,350,19.49612975,23.38988029,27749905015,4838.304824,260.202579,1891.050724,1175.957065,0.256217372,28.89948825,0.084481568,1141.098947,1.121635843,0.519541791,0.209414273,2.351356151,1.332482952,28.81245823,49.62254173,81.15280971,19192.05469,54.849993,0.035819232,0.138388201,0.085452172
4116,0.719881158,289397623.2,high,0.839222835,0.484588752,842294375.8,0.979007149,0.354276833,570855366.6,1.5,0.654905684,861962273.7,0.785944346,0.055900596,0.763795095,,0.360401741,1732482089,238633328.1,353766114.4,4667849.197,2146909514,57343249.02,72258069.62,5737309385,2133528502,3603780883,40000,200,150,18.7176077,22.65134413,26585037139,4617.310854,260.2219579,1891.050724,1175.42817,0.256030409,27.38117855,0.169858353,1149.209984,3.513407316,0.531933989,0.207851522,2.345536882,1.330291171,28.78754364,47.02396149,76.41147482,18084.94345,54.43094097,0.03528423,0.133726571,0.084196845
4117,0.311396053,281227921.1,low,0.991228775,0.460295797,830147898.4,0.255294805,0.451671296,590334259.2,1.5,0.485646597,794258638.8,0.19264785,0.027512592,0.545107444,,0.076325198,1391590238,252651966.6,374548288.2,2511029.695,1154911676,60433243.01,76151762.51,4028909306,2098839398,1930069908,150000,400,500,19.72816218,23.60737996,28030212883,4901.652417,259.228329,1891.050724,1175.795486,0.229787056,15.83536953,0.208381072,1134.404809,5.929106191,0.500459099,0.210796665,2.343928468,1.329667703,28.77254923,50.57082495,82.71081818,19578.77854,55.17392948,0.037298674,0.154342703,0.089929939
4118,0.723666675,289473333.5,high,0.398968556,0.16248658,681243290.2,0.150225117,0.238811345,547762268.9,1.5,0.02774726,611098903.9,0.115044792,0.023799447,0.133290964,,0.797106924,2256528308,249745838.8,370240048.6,2264660.147,1041597577,62529930.01,78793792.01,3830924945,1824028345,2006896600,100000,300,350,20.46358734,24.3779556,29027994815,5053.701817,258.9538718,1891.050724,1176.382944,0.281721678,67.69837067,0.086026553,1177.20436,1.486804966,0.567640381,0.213035136,2.347445104,1.331029224,28.69703626,53.29285334,87.57867697,20755.70295,55.26627351,0.036923491,0.150756831,0.088908469
4119,0.201049607,279020992.1,low,0.490522423,0.669456792,934728395.8,0.507546308,0.238473186,547694637.2,1.5,0.673569173,869427669,0.936285516,0.063094108,0.790480188,,0.710426506,2152511807,243994652.5,361714102.7,5337482.541,2454897655,58418160.58,73612562.71,6286606983,2196157860,4090449124,40000,200,150,19.00386268,22.91223329,27163802224,4716.350938,262.8624441,1891.050724,1175.495226,0.297912709,56.06972968,0.101058015,1165.749022,1.659615552,0.565889639,0.20902964,2.347450151,1.331032873,28.80288683,47.65876883,78.96697907,18606.49521,54.1434033,0.036097112,0.141627293,0.086316268
4120,0.52564957,285512991.4,mid,0.849304648,0.107601665,653800832.5,0.001623635,0.933941476,686788295.2,1.5,0.609674756,843869902.4,0.002335856,0.018406559,0.821135058,,0.192841358,1531409629,257122768.6,381176106,1764446.504,811531569.8,61443805.32,77425169.28,3436850399,2048037070,1388813329,150000,400,500,20.05258837,23.95061166,28541250634,4973.267975,257.9954808,1891.050724,1175.786362,0.230943171,20.72621466,0.172060385,1145.056567,3.360739495,0.509547405,0.212044136,2.335957977,1.326579573,28.74351553,51.78936023,85.27700628,20151.95824,55.40251249,0.03793911,0.161405882,0.092034442
4121,0.891228543,292824570.9,high,0.25187396,0.517571497,858785748.6,0.551968135,0.591909037,618381807.5,1.5,0.18713786,674855143.9,0.239270181,0.029743374,0.239937592,,0.210068256,1552081908,246084689.5,364812514.3,2759881.863,1269367621,61830253.7,77912131.82,4222552081,2107419699,2115132382,100000,300,350,20.23269898,24.125731,28596281431,4994.167311,259.5644478,1891.050724,1176.214565,0.234618058,22.85505437,0.073043791,1139.791495,0.934994501,0.497001309,0.211152612,2.341608394,1.32877035,28.7758833,53.10974839,86.00241607,20421.72671,55.12689491,0.036410872,0.144407751,0.087136749
4122,0.95169471,294033894.2,high,0.148204909,0.257114271,728557135.6,0.328313523,0.853631089,670726217.8,1.5,0.610399527,844159811,0.860377635,0.059462074,0.631877366,,0.873812959,2348575550,245778832.3,364359091,5204707.608,2393829751,60146033.6,75789850.72,6186193394,2115397153,4070796241,40000,200,150,19.66703444,23.56978015,27918221274,4863.078339,259.4609859,1891.050724,1175.767149,0.296829232,89.36522974,0.058742051,1180.875243,1.254402567,0.574464849,0.210729235,2.337285171,1.327094076,28.76571873,50.63987255,83.42058849,19725.40375,54.31988595,0.036380461,0.144900538,0.087102917
4123,0.737240391,289744807.8,mid,0.696717054,0.204237231,702118615.6,0.847412132,0.227183595,545436718.9,1.5,0.946992589,978797035.7,0.949837207,0.063742528,0.471453213,,0.977959653,2473551583,236001679.3,349864781,5217344.211,2399641773,56596408.48,71316977.92,6174042595,2026698660,4147343935,40000,200,150,18.39470914,22.30552179,26317510368,4562.405217,260.551439,1891.050724,1175.166917,0.333664204,85.48298968,0.134601637,1188.187481,2.967798725,0.590224565,0.208243965,2.347636732,1.331102379,28.74670546,45.24298092,74.89723344,17617.98227,54.21298381,0.034937184,0.130298137,0.083020366
4124,0.850203496,292004069.9,high,0.192714629,0.616019917,908009958.3,0.856906841,0.257707786,551541557.2,1.5,0.477890068,791156027.3,0.389896946,0.036950551,0.045238892,,0.701852669,2142223203,237635937.1,352287514.9,3275888.292,1506697291,59883738.82,75459333.8,4621061609,2147133599,2473928009,100000,300,350,19.55542787,23.45578322,27719921593,4827.316295,260.3889113,1891.050724,1175.974967,0.286008867,61.27171349,0.064103057,1165.668247,1.187255032,0.559114404,0.209744836,2.347131422,1.330908133,28.78336689,50.15704058,81.52571221,19323.63763,54.93546155,0.035192937,0.132455885,0.083625661
4125,0.044379658,275887593.2,high,0.571364168,0.183789953,691894976.5,0.350593487,0.084503576,516900715.3,1.5,0.885416819,954166727.5,0.814016693,0.057243799,0.124897833,,0.219799385,1563759262,249394711.4,369719513.7,5006839.947,2302823391,60178511.85,75830776.48,6032364307,1961766649,4070597658,40000,200,150,19.65511341,23.54284207,27878603367,4862.295263,258.9743292,1891.050724,1176.206331,0.234633898,23.76461588,0.118000558,1145.37401,1.469021158,0.507658478,0.210222268,2.349996433,1.332004276,28.69904844,51.37764555,83.27419462,19747.78888,54.41355119,0.03685245,0.149865596,0.088552731
4126,0.792478638,290849572.8,low,0.944905921,0.96424811,1082124055,0.459952158,0.579885515,615977103,1.5,0.727341506,890936602.2,0.551983871,0.044706074,0.176323679,,0.440179456,1828215347,246645885.6,365644469.3,3857510.339,1774205913,58804662.49,74099592.7,5100179104,2434419032,2665760072,100000,300,350,19.20847408,23.09078029,27318498550,4755.226529,259.8783431,1891.050724,1175.442117,0.266841611,30.58957458,0.19264804,1146.806812,5.74417621,0.541902578,0.208740109,2.341807602,1.32884721,28.86806689,48.61389061,79.4078643,18805.21024,54.71462006,0.036433102,0.145201123,0.087405842
4127,0.783557159,290671143.2,low,0.42532896,0.111119119,655559559.7,0.661856994,0.875951307,675190261.5,1.5,0.852783469,941113387.7,0.933297275,0.062951127,0.789635359,,0.490197072,1888236487,242762303.2,359887185.1,5305788.785,2440320572,58029414.16,73122704.42,6258412918,2091977658,4166435260,40000,200,150,18.90100927,22.73403912,26975538028,4691.590797,259.8837805,1891.050724,1175.294359,0.278521413,40.22002059,0.094183629,1161.023601,1.356094933,0.541547213,0.209259448,2.336915624,1.326951454,28.7633585,47.47631842,78.21361522,18433.59699,54.2315094,0.03592115,0.139437727,0.085802607
4128,0.233167414,279663348.3,mid,0.872564338,0.035742047,617871023.6,0.450755798,0.817658318,663531663.6,1.5,0.86824045,947296179.9,0.158179588,0.025863358,0.309089355,,0.880441781,2356530137,243584415.5,361105939.8,2297703.738,1056795498,58778807.51,74067012.9,3840115333,2034714126,1805401208,150000,400,500,19.19255808,23.11017967,27338325277,4751.984324,259.3604654,1891.050724,1175.317761,0.309623716,67.98878461,0.171047485,1184.827368,5.161673595,0.579873104,0.210586454,2.337878455,1.327324659,28.74444464,48.20975684,79.15081259,18712.13157,55.20580595,0.036011355,0.141353169,0.086174576
4129,0.565154603,286303092.1,mid,0.871008815,0.562939135,881469567.3,0.614690299,0.603394811,620678962.2,1.5,0.277992224,711196889.6,0.677798896,0.050726061,0.80938441,,0.756767316,2208120779,241435249.4,357919871.2,4318666.246,1986307882,58240362.98,73388520.44,5462388575,2144050066,3318338509,80000,250,225,18.975548,22.89060443,27036699381,4702.731495,260.1023695,1891.050724,1175.274457,0.298860674,53.86060163,0.172102431,1170.022122,4.839001601,0.570649997,0.209349569,2.341418106,1.328697009,28.81552185,47.1856457,78.03571271,18373.2545,54.55337776,0.035706873,0.1382269,0.085153387
4130,0.980950422,294619008.4,low,0.555386107,0.082038471,641019235.3,0.219296905,0.593955458,618791091.5,1.5,0.292967854,717187141.7,0.730347398,0.053240397,0.530623715,,0.370892212,1745070655,251637137.3,373043836.8,4721238.814,2171465293,60553047.71,76302728.08,5806637874,1913022906,3893614968,40000,200,150,19.78289052,23.66964461,28211150151,4913.944767,259.2335234,1891.050724,1175.86309,0.255442878,29.12109964,0.113947468,1154.664596,1.552883564,0.526948464,0.211538362,2.341575642,1.32875731,28.72222383,50.79610528,83.89196372,19819.08855,54.49316167,0.037189975,0.152754177,0.089642546
4131,0.737643049,289752861,high,0.553168755,0.516771834,858385917,0.200159797,0.938146002,687629200.4,1.5,0.447133229,778853291.7,0.824455699,0.057743284,0.764136043,,0.13873851,1466486213,252763259.9,374713276.7,5122598.765,2356064980,60865913.48,76696969.37,6132046687,2225194624,3906852063,40000,200,150,19.89258985,23.78068542,28205291014,4923.29161,259.0726647,1891.050724,1175.850926,0.226184379,20.43291349,0.114944765,1136.751281,1.350104044,0.4965471,0.210598135,2.3358887,1.326552411,28.80381498,51.86736104,84.83668173,20086.64154,54.38259732,0.037362606,0.154774965,0.089965197
4132,0.032709522,275654190.4,high,0.676229725,0.70146462,950732310.1,0.490903439,0.643413044,628682608.7,1.5,0.006409284,602563713.7,0.655247816,0.049647039,0.817452768,,0.728919648,2174703577,243422562.2,360865997.5,4343082.422,1997537748,59664126.91,75182601.44,5488126609,2156350966,3331775642,80000,250,225,19.51118224,23.41603026,27682155522,4817.884492,259.4897869,1891.050724,1175.621103,0.282719507,54.74021236,0.13106506,1166.315506,2.436699824,0.56534746,0.210134129,2.34075738,1.328440661,28.8262879,49.48836438,81.42124485,19243.65757,54.59413888,0.036007445,0.141386566,0.086099782
4133,0.365367971,282307359.4,high,0.064650706,0.508350192,854175096.2,0.107580503,0.358754774,571750954.8,1.5,0.222899169,689159667.8,0.42552432,0.038655247,0.601420423,,0.717252177,2160702613,251475688.9,372804494.9,3579368.889,1646278788,62459907.32,78705556.6,4891527099,2052813244,2838713854,100000,300,350,20.45014841,24.3603967,28959524346,5045.288996,259.2090145,1891.050724,1176.352158,0.273420442,66.22670303,0.051556708,1167.837473,1.086705522,0.554643383,0.212173645,2.345462899,1.330262473,28.75508985,53.53005931,88.12017511,20896.19211,54.89134396,0.037225049,0.153445103,0.089775612
4134,0.28979068,280795813.6,low,0.612195279,0.573346197,886673098.6,0.269437156,0.73975458,647950916,1.5,0.673082952,869233181,0.446509026,0.039659322,0.61506085,,0.526372477,1931646972,249647742.4,370094623.8,3511865.133,1615231415,59863767.55,75434168.06,4828759395,2250036419,2578722976,100000,300,350,19.55585736,23.45003463,27800281716,4850.843264,258.9667385,1891.050724,1175.580587,0.271016266,39.42637223,0.121817858,1156.659237,1.897052637,0.546307185,0.210346764,2.339165286,1.327823884,28.81226287,49.80473888,82.14587497,19400.3586,54.85967255,0.036897691,0.149988871,0.088724686
4135,0.250339778,280006795.6,mid,0.13400853,0.798417995,999208997.4,0.30063578,0.070267802,514053560.4,1.5,0.211779844,684711937.5,0.745428669,0.053962005,0.395823757,,0.788995775,2246794930,247291669.6,366601822.9,4818633.825,2216260716,61029460.34,76903054.32,5879638421,2135625322,3744013098,40000,200,150,19.9300058,23.85952234,28337326030,4938.269268,259.1524038,1891.050724,1176.175788,0.293565376,74.01664069,0.057715545,1167.84057,1.197143413,0.567119271,0.210965509,2.35023263,1.332078965,28.79135683,51.39589596,84.94878601,20085.26346,54.48838368,0.036590393,0.146965714,0.087802365
4136,0.023649627,275472992.5,mid,0.732606898,0.867851192,1033925596,0.403021745,0.604910674,620982134.8,1.5,0.94121632,976486528,0.082886236,0.022260727,0.184937522,,0.308616122,1670339346,248229997.1,367992862.7,2044370.499,940278549.8,60026903.22,75639734.86,3645849861,2418623987,1227225874,150000,400,500,19.63576549,23.52431369,27894627533,4867.172384,259.395415,1891.050724,1175.739418,0.247524464,26.68888155,0.146273187,1140.453934,2.354109519,0.523543591,0.20960763,2.341392538,1.328687477,28.8438536,50.6108763,82.26102558,19474.54215,55.29171566,0.036677164,0.147820296,0.088019
4137,0.009845683,275196913.7,high,0.7406551,0.774201458,987100729.2,0.477463096,0.379141515,575828303,1.5,0.062243906,624897562.3,0.472001959,0.040879105,0.498074924,,0.381742461,1758090953,246066532.1,364785596.6,3649230.023,1678410403,60466445.19,76193600.49,4935342603,2150574727,2784767876,100000,300,350,19.7769412,23.67007501,28014801595,4887.209854,259.5695192,1891.050724,1175.933048,0.248105183,29.03718809,0.146909789,1145.744046,2.480811298,0.530392738,0.210231195,2.345124115,1.330132146,28.8123363,50.91492604,83.0256228,19662.92903,54.8232479,0.036369418,0.144898718,0.087143996
4138,0.16252909,278250581.8,high,0.355805289,0.339435855,769717927.3,0.654714272,0.746075443,649215088.6,1.5,0.372713356,749085342.6,0.021654712,0.019330926,0.601752619,,0.852296079,2322755295,239684633.5,355324640.4,1802995.706,829261716,60118338.59,75754952.31,3439103810,2071726269,1367377541,150000,400,500,19.64687194,23.56084775,27891482308,4856.511186,259.7324243,1891.050724,1175.675893,0.299423742,77.5130172,0.081040875,1178.347665,1.476173642,0.575385508,0.210775914,2.339060619,1.327783261,28.77592435,49.95371088,81.74092577,19360.98007,55.36480812,0.035486883,0.135815892,0.084440162
4139,0.083154246,276663084.9,mid,0.340439903,0.554721535,877360767.6,0.960130414,0.85470871,670941742.1,1.5,0.360689251,744275700.3,0.818217211,0.057444785,0.503050207,,0.639771549,2067725859,237293364.9,351779662.8,4875560.727,2242443418,58302839.09,73467246.42,5904623326,2197103445,3707519881,40000,200,150,19.03954156,22.93383603,27032345150,4703.948059,260.0202393,1891.050724,1175.317445,0.291847061,52.42240997,0.081454623,1162.855042,1.325394116,0.557225894,0.208926523,2.337265552,1.32708707,28.82727806,47.57869712,78.37066467,18510.90087,54.38381334,0.035141387,0.132024922,0.083689523
4140,0.617788849,287355777,low,0.812645097,0.156971282,678485641.1,0.714025639,0.299886941,559977388.3,1.5,0.465251412,786100564.9,0.827823908,0.057904446,0.19376029,,0.008055567,1309666680,245093407.4,363342970.9,4964016.769,2283127491,58890244.56,74207434.42,5988679091,1918869089,4069810002,40000,200,150,19.185041,23.07927331,27372781594,4769.56242,259.3844998,1891.050724,1175.754557,0.233304258,14.59023796,0.16817111,1134.899391,2.705464538,0.490508531,0.209623132,2.346434502,1.330637803,28.72379777,48.87953501,79.35195536,18829.16054,54.38354264,0.03620849,0.142536131,0.086759442
4141,0.884225316,292684506.3,low,0.278625053,0.669105464,934552732.1,0.49885515,0.118063883,523612776.7,1.5,0.091052101,636420840.3,0.428663183,0.038805435,0.006635265,,0.142586283,1471103540,247909890.6,367518315.3,3545004.87,1630473556,61984250.6,78106182.88,4857532859,2069060435,2788472424,100000,300,350,20.13830939,24.03953214,28670503964,4993.766565,259.2909362,1891.050724,1176.315741,0.238562556,19.87836766,0.076668202,1134.189472,0.939222412,0.490914786,0.211112779,2.349441204,1.331799619,28.77078969,52.49672225,85.61574711,20299.82712,54.83960566,0.036698248,0.147319415,0.08804725
4142,0.456570766,284131415.3,high,0.599598652,0.970739863,1085369932,0.323830623,0.703550625,640710125.1,1.5,0.502575802,801030320.7,0.670401256,0.050372099,0.643355036,,0.351836357,1722203629,249021627,369166428.2,4445246.69,2044526721,60300119.37,75984013.78,5580060213,2410726632,3169333581,80000,250,225,19.72212198,23.6084804,27983483471,4876.045771,259.2330846,1891.050724,1175.808117,0.244113113,29.33164419,0.120624364,1141.619186,1.664518525,0.524731932,0.209554678,2.339764098,1.328055559,28.8624965,51.01638771,83.31176491,19726.38295,54.5723851,0.036802383,0.149362121,0.088425129
4143,0.562752104,286255042.1,high,0.489377629,0.446781489,823390744.5,0.714970458,0.165758656,533151731.3,1.5,0.311645218,724658087.1,0.872833113,0.060058043,0.923148661,,0.680797778,2116957334,239733794.6,355397520.1,5105432.946,2348169810,58686809.67,73951086.68,6094109090,2005126561,4088982529,40000,200,150,19.13563632,23.04223792,27222316188,4739.437116,259.9671932,1891.050724,1175.717793,0.283656,52.42956982,0.100986197,1167.082346,1.609036292,0.56044514,0.209350872,2.348652977,1.33149366,28.76088525,48.26163403,79.28580231,18726.74299,54.30224371,0.035483773,0.135682137,0.084457746
4144,0.057301215,276146024.3,low,0.921399704,0.728843693,964421846.4,0.917503886,0.171373394,534274678.9,1.5,0.78473617,913894468.1,0.888919426,0.060827739,0.428883521,,0.249505943,1599407131,240694993.1,356822465.4,5034143.129,2315381094,57270543.32,72166453.37,6035030673,2231789784,3803240889,40000,200,150,18.59004621,22.48290093,26495224674,4605.450531,261.0781589,1891.050724,1175.323683,0.257364157,22.68212662,0.190614001,1140.091585,4.732682681,0.523484036,0.20733821,2.348559635,1.331461234,28.81883046,46.28320194,75.78931621,17904.3895,54.23625734,0.035598629,0.135827574,0.085023574
